,GAP
10949,-38918.0
10950,-39364.0
10951,-40158.0
10952,-40702.0
10953,-40803.0
10954,-40832.0
10955,-41258.0
10956,-41661.0
10957,-41728.0
10958,-41956.0
10959,-41990.0
10960,-42148.0
10961,-42351.0
10962,-42431.0
10963,-42487.0
10964,-42556.0
10965,-42599.0
10966,-42708.0
10967,-42850.0
10968,-43018.0
10969,-43047.0
10970,-43086.0
10971,-43099.0
10972,-43148.0
10973,-43152.0
10974,-43156.0
10975,-43165.0
10976,-43200.0
10977,43185.0
10978,43112.0
10979,43069.0
10980,42862.0
10981,42819.0
10982,42604.0
10983,42570.0
10984,42483.0
10985,42476.0
10986,42443.0
10987,42277.0
10988,42027.0
10989,41847.0
10990,41794.0
10991,41593.0
10992,41531.0
10993,41308.0
10994,40765.0
10995,40694.0
10996,40537.0
10997,40424.0
10998,40401.0
10999,40360.0
11000,40232.0
11001,40218.0
11002,40113.0
11003,40037.0
11004,39924.0
11005,39859.0
11006,39716.0
11007,39349.0
11008,39057.0
11009,39035.0
11010,38973.0
11011,38953.0
11012,38789.0
11013,38784.0
11014,38603.0
11015,38412.0
11016,38304.0
11017,38265.0
11018,38096.0
11019,37753.0
11020,37739.0
11021,37730.0
11022,37244.0
11023,37048.0
11024,36793.0
11025,36691.0
11026,36480.0
11027,36286.0
11028,36119.0
11029,35874.0
11030,35404.0
11031,35403.0
11032,35371.0
11033,35364.0
11034,35346.0
11035,35334.0
11036,35171.0
11037,35147.0
11038,35122.0
11039,35091.0
11040,34987.0
11041,34984.0
11042,34979.0
11043,34940.0
11044,34908.0
11045,34801.0
11046,34688.0
11047,34535.0
11048,34381.0
11049,34296.0
11050,34186.0
11051,33757.0
11052,33493.0
11053,33200.0
11054,33020.0
11055,32984.0
11056,32826.0
11057,32661.0
11058,32601.0
11059,32539.0
11060,32529.0
11061,32505.0
11062,32475.0
11063,32458.0
11064,32404.0
11065,32320.0
11066,32278.0
11067,32221.0
11068,32206.0
11069,32155.0
11070,32117.0
11071,32033.0
11072,31928.0
11073,31879.0
11074,31809.0
11075,31798.0
11076,31776.0
11077,31500.0
11078,31437.0
11079,31038.0
11080,31027.0
11081,31018.0
11082,30922.0
11083,30903.0
11084,30840.0
11085,30600.0
11086,30600.0
11087,30482.0
11088,30228.0
11089,30147.0
11090,30083.0
11091,29968.0
11092,29740.0
11093,29696.0
11094,29463.0
11095,29425.0
11096,29390.0
11097,29375.0
11098,29319.0
11099,29048.0
11100,29018.0
11101,29012.0
11102,28830.0
11103,28814.0
11104,28803.0
11105,28800.0
11106,28670.0
11107,28630.0
11108,28516.0
11109,28504.0
11110,28421.0
11111,28406.0
11112,28346.0
11113,28338.0
11114,27995.0
11115,27980.0
11116,27885.0
11117,27771.0
11118,27755.0
11119,27741.0
11120,27661.0
11121,27500.0
11122,27350.0
11123,27279.0
11124,27200.0
11125,27010.0
11126,27000.0
11127,26933.0
11128,26885.0
11129,26836.0
11130,26806.0
11131,26334.0
11132,26235.0
11133,26186.0
11134,26045.0
11135,26010.0
11136,25852.0
11137,25835.0
11138,25603.0
11139,25435.0
11140,25307.0
11141,25306.0
11142,25254.0
11143,25254.0
11144,25200.0
11145,25200.0
11146,25192.0
11147,25120.0
11148,24817.0
11149,24728.0
11150,24696.0
11151,24678.0
11152,24531.0
11153,24178.0
11154,24132.0
11155,24113.0
11156,24096.0
11157,24045.0
11158,23960.0
11159,23912.0
11160,23877.0
11161,23726.0
11162,23679.0
11163,23640.0
11164,23478.0
11165,23433.0
11166,23408.0
11167,23400.0
11168,23400.0
11169,23355.0
11170,23273.0
11171,23253.0
11172,23194.0
11173,23188.0
11174,23186.0
11175,23114.0
11176,22804.0
11177,22788.0
11178,22775.0
11179,22773.0
11180,22561.0
11181,22524.0
11182,22507.0
11183,22493.0
11184,22278.0
11185,22204.0
11186,22204.0
11187,22193.0
11188,22172.0
11189,22154.0
11190,22154.0
11191,22151.0
11192,22137.0
11193,22087.0
11194,21963.0
11195,21902.0
11196,21901.0
11197,21898.0
11198,21751.0
11199,21669.0
11200,21654.0
11201,21626.0
11202,21603.0
11203,21603.0
11204,21379.0
11205,21332.0
11206,21000.0
11207,20820.0
11208,20761.0
11209,20620.0
11210,20615.0
11211,20387.0
11212,20366.0
11213,20339.0
11214,20125.0
11215,20090.0
11216,20068.0
11217,19969.0
11218,19818.0
11219,19813.0
11220,19492.0
11221,19447.0
11222,19255.0
11223,19241.0
11224,18934.0
11225,18585.0
11226,18294.0
11227,18178.0
11228,18055.0
11229,18005.0
11230,18002.0
11231,18001.0
11232,18000.0
11233,17908.0
11234,17801.0
11235,17713.0
11236,17410.0
11237,17379.0
11238,17301.0
11239,17154.0
11240,16851.0
11241,16830.0
11242,16720.0
11243,16244.0
11244,16209.0
11245,15450.0
11246,15446.0
11247,15258.0
11248,15003.0
11249,14786.0
11250,14608.0
11251,14587.0
11252,14537.0
11253,14475.0
11254,14460.0
11255,14402.0
11256,14123.0
11257,13899.0
11258,13792.0
11259,13696.0
11260,13618.0
11261,13363.0
11262,13360.0
11263,13301.0
11264,13122.0
11265,13045.0
11266,13011.0
11267,12999.0
11268,12972.0
11269,12634.0
11270,12567.0
11271,12386.0
11272,11730.0
11273,11657.0
11274,11268.0
11275,11210.0
11276,10997.0
11277,10960.0
11278,10888.0
11279,10882.0
11280,10858.0
11281,10858.0
11282,10800.0
11283,10646.0
11284,10360.0
11285,10359.0
11286,10297.0
11287,10202.0
11288,10010.0
11289,9876.0
11290,9843.0
11291,9615.0
11292,9584.0
11293,9565.0
11294,9354.0
11295,9262.0
11296,9146.0
11297,8712.0
11298,8658.0
11299,8480.0
11300,8329.0
11301,8283.0
11302,8152.0
11303,8142.0
11304,7984.0
11305,7981.0
11306,7953.0
11307,7683.0
11308,7547.0
11309,7395.0
11310,7291.0
11311,7264.0
11312,7086.0
11313,6987.0
11314,6394.0
11315,6393.0
11316,6383.0
11317,6363.0
11318,6331.0
11319,6214.0
11320,6178.0
11321,5860.0
11322,5803.0
11323,5691.0
11324,5478.0
11325,5438.0
11326,5397.0
11327,5156.0
11328,5095.0
11329,5073.0
11330,4955.0
11331,4922.0
11332,4831.0
11333,4810.0
11334,4803.0
11335,4770.0
11336,4725.0
11337,4711.0
11338,4473.0
11339,4230.0
11340,4177.0
11341,4084.0
11342,4020.0
11343,3827.0
11344,3658.0
11345,3656.0
11346,3650.0
11347,3624.0
11348,3615.0
11349,3601.0
11350,3600.0
11351,3600.0
11352,3336.0
11353,3260.0
11354,3206.0
11355,3111.0
11356,3060.0
11357,2951.0
11358,2912.0
11359,2838.0
11360,2772.0
11361,2753.0
11362,2732.0
11363,2732.0
11364,2692.0
11365,2677.0
11366,2514.0
11367,2407.0
11368,2327.0
11369,2283.0
11370,2182.0
11371,2105.0
11372,2092.0
11373,2055.0
11374,1995.0
11375,1975.0
11376,1937.0
11377,1904.0
11378,1892.0
11379,1885.0
11380,1800.0
11381,1670.0
11382,1637.0
11383,1626.0
11384,1589.0
11385,1548.0
11386,1547.0
11387,1546.0
11388,1543.0
11389,1293.0
11390,1205.0
11391,1186.0
11392,1170.0
11393,1121.0
11394,974.0
11395,960.0
11396,931.0
11397,931.0
11398,927.0
11399,926.0
11400,922.0
11401,922.0
11402,843.0
11403,792.0
11404,781.0
11405,776.0
11406,746.0
11407,741.0
11408,687.0
11409,686.0
11410,676.0
11411,631.0
11412,631.0
11413,629.0
11414,587.0
11415,572.0
11416,571.0
11417,559.0
11418,554.0
11419,551.0
11420,508.0
11421,469.0
11422,465.0
11423,465.0
11424,464.0
11425,448.0
11426,399.0
11427,389.0
11428,387.0
11429,374.0
11430,370.0
11431,369.0
11432,366.0
11433,364.0
11434,362.0
11435,360.0
11436,356.0
11437,352.0
11438,344.0
11439,342.0
11440,338.0
11441,332.0
11442,328.0
11443,326.0
11444,325.0
11445,318.0
11446,314.0
11447,306.0
11448,302.0
11449,294.0
11450,293.0
11451,288.0
11452,286.0
11453,275.0
11454,269.0
11455,253.0
11456,251.0
11457,249.0
11458,245.0
11459,239.0
11460,239.0
11461,219.0
11462,205.0
11463,201.0
11464,190.0
11465,189.0
11466,180.0
11467,180.0
11468,180.0
11469,179.0
11470,179.0
11471,174.0
11472,174.0
11473,173.0
11474,173.0
11475,172.0
11476,171.0
11477,171.0
11478,169.0
11479,168.0
11480,167.0
11481,167.0
11482,166.0
11483,165.0
11484,164.0
11485,161.0
11486,156.0
11487,155.0
11488,154.0
11489,153.0
11490,149.0
11491,148.0
11492,147.0
11493,147.0
11494,146.0
11495,146.0
11496,144.0
11497,144.0
11498,143.0
11499,141.0
11500,140.0
11501,140.0
11502,139.0
11503,139.0
11504,138.0
11505,137.0
11506,134.0
11507,133.0
11508,132.0
11509,129.0
11510,128.0
11511,127.0
11512,127.0
11513,126.0
11514,126.0
11515,125.0
11516,125.0
11517,125.0
11518,124.0
11519,123.0
11520,122.0
11521,122.0
11522,122.0
11523,121.0
11524,121.0
11525,121.0
11526,121.0
11527,121.0
11528,120.0
11529,120.0
11530,119.0
11531,119.0
11532,118.0
11533,117.0
11534,117.0
11535,117.0
11536,117.0
11537,116.0
11538,116.0
11539,116.0
11540,116.0
11541,114.0
11542,114.0
11543,113.0
11544,113.0
11545,111.0
11546,111.0
11547,111.0
11548,111.0
11549,111.0
11550,110.0
11551,110.0
11552,110.0
11553,110.0
11554,110.0
11555,110.0
11556,109.0
11557,109.0
11558,109.0
11559,108.0
11560,108.0
11561,108.0
11562,108.0
11563,108.0
11564,108.0
11565,108.0
11566,108.0
11567,108.0
11568,107.0
11569,107.0
11570,107.0
11571,107.0
11572,106.0
11573,106.0
11574,106.0
11575,105.0
11576,105.0
11577,105.0
11578,105.0
11579,104.0
11580,104.0
11581,104.0
11582,104.0
11583,104.0
11584,104.0
11585,104.0
11586,104.0
11587,103.0
11588,103.0
11589,103.0
11590,103.0
11591,103.0
11592,103.0
11593,102.0
11594,102.0
11595,102.0
11596,102.0
11597,102.0
11598,101.0
11599,101.0
11600,101.0
11601,101.0
11602,101.0
11603,101.0
11604,100.0
11605,100.0
11606,100.0
11607,100.0
11608,99.0
11609,99.0
11610,99.0
11611,99.0
11612,99.0
11613,99.0
11614,99.0
11615,99.0
11616,99.0
11617,98.0
11618,98.0
11619,98.0
11620,98.0
11621,98.0
11622,97.0
11623,97.0
11624,97.0
11625,96.0
11626,96.0
11627,96.0
11628,96.0
11629,96.0
11630,96.0
11631,96.0
11632,96.0
11633,96.0
11634,96.0
11635,96.0
11636,96.0
11637,96.0
11638,95.0
11639,95.0
11640,95.0
11641,95.0
11642,95.0
11643,95.0
11644,95.0
11645,95.0
11646,95.0
11647,95.0
11648,95.0
11649,95.0
11650,95.0
11651,95.0
11652,95.0
11653,94.0
11654,94.0
11655,94.0
11656,94.0
11657,94.0
11658,93.0
11659,93.0
11660,93.0
11661,93.0
11662,92.0
11663,92.0
11664,92.0
11665,92.0
11666,92.0
11667,92.0
11668,92.0
11669,91.0
11670,91.0
11671,91.0
11672,91.0
11673,91.0
11674,91.0
11675,91.0
11676,91.0
11677,91.0
11678,90.0
11679,90.0
11680,90.0
11681,90.0
11682,90.0
11683,90.0
11684,90.0
11685,90.0
11686,90.0
11687,89.0
11688,89.0
11689,89.0
11690,89.0
11691,89.0
11692,89.0
11693,89.0
11694,89.0
11695,88.0
11696,88.0
11697,87.0
11698,87.0
11699,87.0
11700,87.0
11701,86.0
11702,86.0
11703,86.0
11704,86.0
11705,86.0
11706,85.0
11707,85.0
11708,85.0
11709,85.0
11710,84.0
11711,84.0
11712,84.0
11713,84.0
11714,84.0
11715,84.0
11716,84.0
11717,84.0
11718,84.0
11719,83.0
11720,83.0
11721,83.0
11722,83.0
11723,83.0
11724,83.0
11725,83.0
11726,83.0
11727,83.0
11728,82.0
11729,82.0
11730,82.0
11731,82.0
11732,82.0
11733,82.0
11734,81.0
11735,81.0
11736,81.0
11737,81.0
11738,81.0
11739,81.0
11740,81.0
11741,80.0
11742,80.0
11743,80.0
11744,80.0
11745,79.0
11746,79.0
11747,79.0
11748,79.0
11749,79.0
11750,78.0
11751,78.0
11752,77.0
11753,77.0
11754,77.0
11755,77.0
11756,77.0
11757,77.0
11758,77.0
11759,77.0
11760,77.0
11761,77.0
11762,76.0
11763,76.0
11764,76.0
11765,76.0
11766,76.0
11767,76.0
11768,76.0
11769,75.0
11770,75.0
11771,75.0
11772,75.0
11773,75.0
11774,75.0
11775,75.0
11776,75.0
11777,75.0
11778,74.0
11779,74.0
11780,74.0
11781,74.0
11782,74.0
11783,74.0
11784,74.0
11785,74.0
11786,73.0
11787,73.0
11788,73.0
11789,73.0
11790,73.0
11791,73.0
11792,73.0
11793,72.0
11794,72.0
11795,72.0
11796,72.0
11797,72.0
11798,71.0
11799,71.0
11800,71.0
11801,71.0
11802,71.0
11803,71.0
11804,71.0
11805,71.0
11806,70.0
11807,70.0
11808,70.0
11809,70.0
11810,70.0
11811,70.0
11812,70.0
11813,70.0
11814,70.0
11815,69.0
11816,69.0
11817,69.0
11818,69.0
11819,69.0
11820,69.0
11821,69.0
11822,69.0
11823,69.0
11824,68.0
11825,68.0
11826,68.0
11827,68.0
11828,67.0
11829,67.0
11830,67.0
11831,67.0
11832,66.0
11833,66.0
11834,66.0
11835,66.0
11836,66.0
11837,66.0
11838,66.0
11839,66.0
11840,66.0
11841,66.0
11842,66.0
11843,66.0
11844,66.0
11845,66.0
11846,65.0
11847,65.0
11848,65.0
11849,65.0
11850,65.0
11851,65.0
11852,65.0
11853,64.0
11854,64.0
11855,64.0
11856,64.0
11857,64.0
11858,64.0
11859,64.0
11860,63.0
11861,63.0
11862,63.0
11863,63.0
11864,63.0
11865,63.0
11866,63.0
11867,63.0
11868,63.0
11869,63.0
11870,63.0
11871,63.0
11872,63.0
11873,62.0
11874,62.0
11875,62.0
11876,62.0
11877,62.0
11878,62.0
11879,62.0
11880,62.0
11881,62.0
11882,62.0
11883,62.0
11884,61.0
11885,61.0
11886,61.0
11887,61.0
11888,61.0
11889,61.0
11890,61.0
11891,61.0
11892,60.0
11893,60.0
11894,60.0
11895,60.0
11896,60.0
11897,60.0
11898,60.0
11899,60.0
11900,60.0
11901,60.0
11902,60.0
11903,59.0
11904,59.0
11905,59.0
11906,59.0
11907,59.0
11908,59.0
11909,59.0
11910,59.0
11911,59.0
11912,58.0
11913,58.0
11914,58.0
11915,58.0
11916,57.0
11917,57.0
11918,57.0
11919,57.0
11920,57.0
11921,57.0
11922,57.0
11923,57.0
11924,56.0
11925,56.0
11926,56.0
11927,56.0
11928,56.0
11929,56.0
11930,56.0
11931,56.0
11932,55.0
11933,55.0
11934,55.0
11935,55.0
11936,55.0
11937,54.0
11938,54.0
11939,54.0
11940,54.0
11941,54.0
11942,54.0
11943,53.0
11944,53.0
11945,53.0
11946,53.0
11947,53.0
11948,53.0
11949,53.0
11950,53.0
11951,53.0
11952,52.0
11953,52.0
11954,52.0
11955,52.0
11956,52.0
11957,52.0
11958,52.0
11959,52.0
11960,52.0
11961,51.0
11962,51.0
11963,51.0
11964,51.0
11965,51.0
11966,51.0
11967,51.0
11968,51.0
11969,50.0
11970,50.0
11971,50.0
11972,50.0
11973,50.0
11974,50.0
11975,50.0
11976,50.0
11977,50.0
11978,49.0
11979,49.0
11980,49.0
11981,49.0
11982,49.0
11983,49.0
11984,49.0
11985,49.0
11986,49.0
11987,49.0
11988,49.0
11989,48.0
11990,48.0
11991,48.0
11992,48.0
11993,48.0
11994,48.0
11995,48.0
11996,48.0
11997,48.0
11998,48.0
11999,48.0
12000,48.0
12001,48.0
12002,47.0
12003,47.0
12004,47.0
12005,47.0
12006,47.0
12007,47.0
12008,47.0
12009,47.0
12010,47.0
12011,47.0
12012,47.0
12013,47.0
12014,47.0
12015,47.0
12016,47.0
12017,46.0
12018,46.0
12019,46.0
12020,46.0
12021,46.0
12022,46.0
12023,46.0
12024,46.0
12025,46.0
12026,46.0
12027,46.0
12028,46.0
12029,46.0
12030,45.0
12031,45.0
12032,45.0
12033,44.0
12034,44.0
12035,44.0
12036,44.0
12037,44.0
12038,44.0
12039,44.0
12040,44.0
12041,44.0
12042,44.0
12043,44.0
12044,44.0
12045,44.0
12046,43.0
12047,43.0
12048,43.0
12049,43.0
12050,43.0
12051,43.0
12052,43.0
12053,43.0
12054,43.0
12055,43.0
12056,43.0
12057,43.0
12058,43.0
12059,42.0
12060,42.0
12061,42.0
12062,42.0
12063,42.0
12064,42.0
12065,42.0
12066,42.0
12067,42.0
12068,42.0
12069,42.0
12070,42.0
12071,41.0
12072,41.0
12073,41.0
12074,41.0
12075,41.0
12076,41.0
12077,41.0
12078,41.0
12079,41.0
12080,41.0
12081,41.0
12082,41.0
12083,41.0
12084,41.0
12085,40.0
12086,40.0
12087,40.0
12088,40.0
12089,40.0
12090,40.0
12091,40.0
12092,40.0
12093,40.0
12094,40.0
12095,40.0
12096,40.0
12097,39.0
12098,39.0
12099,39.0
12100,39.0
12101,39.0
12102,39.0
12103,39.0
12104,39.0
12105,39.0
12106,39.0
12107,39.0
12108,39.0
12109,39.0
12110,39.0
12111,39.0
12112,39.0
12113,38.0
12114,38.0
12115,38.0
12116,38.0
12117,38.0
12118,38.0
12119,38.0
12120,38.0
12121,38.0
12122,38.0
12123,38.0
12124,37.0
12125,37.0
12126,37.0
12127,37.0
12128,37.0
12129,37.0
12130,37.0
12131,37.0
12132,36.0
12133,36.0
12134,36.0
12135,36.0
12136,36.0
12137,36.0
12138,36.0
12139,36.0
12140,36.0
12141,36.0
12142,36.0
12143,36.0
12144,35.0
12145,35.0
12146,35.0
12147,35.0
12148,35.0
12149,35.0
12150,35.0
12151,35.0
12152,35.0
12153,35.0
12154,34.0
12155,34.0
12156,34.0
12157,34.0
12158,34.0
12159,34.0
12160,34.0
12161,34.0
12162,34.0
12163,34.0
12164,34.0
12165,34.0
12166,33.0
12167,33.0
12168,33.0
12169,33.0
12170,33.0
12171,33.0
12172,33.0
12173,33.0
12174,33.0
12175,33.0
12176,33.0
12177,33.0
12178,33.0
12179,32.0
12180,32.0
12181,32.0
12182,32.0
12183,32.0
12184,32.0
12185,32.0
12186,32.0
12187,32.0
12188,32.0
12189,31.0
12190,31.0
12191,31.0
12192,31.0
12193,31.0
12194,30.0
12195,30.0
12196,30.0
12197,30.0
12198,30.0
12199,30.0
12200,30.0
12201,29.0
12202,29.0
12203,29.0
12204,29.0
12205,29.0
12206,29.0
12207,29.0
12208,29.0
12209,29.0
12210,29.0
12211,29.0
12212,29.0
12213,29.0
12214,29.0
12215,28.0
12216,28.0
12217,28.0
12218,28.0
12219,28.0
12220,28.0
12221,28.0
12222,28.0
12223,27.0
12224,27.0
12225,27.0
12226,27.0
12227,27.0
12228,27.0
12229,27.0
12230,27.0
12231,27.0
12232,27.0
12233,27.0
12234,27.0
12235,26.0
12236,26.0
12237,26.0
12238,26.0
12239,26.0
12240,26.0
12241,26.0
12242,26.0
12243,25.0
12244,25.0
12245,25.0
12246,25.0
12247,25.0
12248,25.0
12249,24.0
12250,24.0
12251,24.0
12252,24.0
12253,24.0
12254,23.0
12255,23.0
12256,23.0
12257,23.0
12258,23.0
12259,23.0
12260,23.0
12261,23.0
12262,23.0
12263,23.0
12264,23.0
12265,22.0
12266,22.0
12267,22.0
12268,22.0
12269,22.0
12270,22.0
12271,22.0
12272,22.0
12273,22.0
12274,22.0
12275,22.0
12276,22.0
12277,21.0
12278,21.0
12279,21.0
12280,20.0
12281,20.0
12282,20.0
12283,20.0
12284,20.0
12285,20.0
12286,19.0
12287,19.0
12288,19.0
12289,19.0
12290,19.0
12291,19.0
12292,19.0
12293,19.0
12294,19.0
12295,19.0
12296,19.0
12297,19.0
12298,18.0
12299,18.0
12300,18.0
12301,18.0
12302,18.0
12303,18.0
12304,18.0
12305,17.0
12306,17.0
12307,17.0
12308,17.0
12309,17.0
12310,17.0
12311,16.0
12312,16.0
12313,16.0
12314,16.0
12315,16.0
12316,16.0
12317,16.0
12318,16.0
12319,15.0
12320,15.0
12321,15.0
12322,15.0
12323,15.0
12324,14.0
12325,14.0
12326,14.0
12327,14.0
12328,14.0
12329,14.0
12330,13.0
12331,13.0
12332,13.0
12333,13.0
12334,13.0
12335,12.0
12336,12.0
12337,11.0
12338,10.0
12339,10.0
12340,10.0
12341,9.0
12342,9.0
12343,9.0
12344,8.0
12345,8.0
12346,8.0
12347,8.0
12348,8.0
12349,7.0
12350,7.0
12351,7.0
12352,6.0
12353,5.0
12354,4.0
12355,4.0
12356,3.0
12357,2.0
12358,2.0
12359,2.0
12360,2.0
12361,2.0
12362,2.0
12363,2.0
12364,2.0
12365,1.0
12366,1.0
12367,1.0
12368,1.0
12369,1.0
12370,1.0
12371,1.0
12372,0.0
12373,0.0
12374,0.0
12375,0.0
12376,0.0
12377,-2.0
12378,-27.0
12379,-44.0
12380,-118.0
12381,-126.0
12382,-135.0
12383,-139.0
12384,-148.0
12385,-181.0
12386,-208.0
12387,-231.0
12388,-245.0
12389,-245.0
12390,-247.0
12391,-248.0
12392,-252.0
12393,-256.0
12394,-257.0
12395,-262.0
12396,-265.0
12397,-280.0
12398,-281.0
12399,-286.0
12400,-289.0
12401,-290.0
12402,-291.0
12403,-293.0
12404,-294.0
12405,-300.0
12406,-318.0
12407,-339.0
12408,-355.0
12409,-356.0
12410,-357.0
12411,-390.0
12412,-499.0
12413,-523.0
12414,-531.0
12415,-544.0
12416,-547.0
12417,-548.0
12418,-572.0
12419,-573.0
12420,-575.0
12421,-669.0
12422,-673.0
12423,-832.0
12424,-868.0
12425,-898.0
12426,-995.0
12427,-1120.0
12428,-1121.0
12429,-1159.0
12430,-1215.0
12431,-1223.0
12432,-1427.0
12433,-1434.0
12434,-1454.0
12435,-1795.0
12436,-1800.0
12437,-1800.0
12438,-1838.0
12439,-1854.0
12440,-1917.0
12441,-1926.0
12442,-1929.0
12443,-2239.0
12444,-2269.0
12445,-2294.0
12446,-2362.0
12447,-2368.0
12448,-2378.0
12449,-2385.0
12450,-2422.0
12451,-2665.0
12452,-2700.0
12453,-2779.0
12454,-2787.0
12455,-3298.0
12456,-3328.0
12457,-3511.0
12458,-3543.0
12459,-3573.0
12460,-3575.0
12461,-3599.0
12462,-3599.0
12463,-3984.0
12464,-4039.0
12465,-4158.0
12466,-4295.0
12467,-4404.0
12468,-4479.0
12469,-4517.0
12470,-4602.0
12471,-4653.0
12472,-4749.0
12473,-5051.0
12474,-5191.0
12475,-5196.0
12476,-5354.0
12477,-5531.0
12478,-5562.0
12479,-5639.0
12480,-5725.0
12481,-5742.0
12482,-5930.0
12483,-6007.0
12484,-6405.0
12485,-6577.0
12486,-6650.0
12487,-6745.0
12488,-6757.0
12489,-6916.0
12490,-7083.0
12491,-7090.0
12492,-7146.0
12493,-7174.0
12494,-7180.0
12495,-7183.0
12496,-7190.0
12497,-7196.0
12498,-7198.0
12499,-7384.0
12500,-7469.0
12501,-7533.0
12502,-7619.0
12503,-7624.0
12504,-7711.0
12505,-7870.0
12506,-7944.0
12507,-7988.0
12508,-8186.0
12509,-8224.0
12510,-8686.0
12511,-8770.0
12512,-8885.0
12513,-8900.0
12514,-9097.0
12515,-9274.0
12516,-9420.0
12517,-9437.0
12518,-9582.0
12519,-9837.0
12520,-9845.0
12521,-10003.0
12522,-10029.0
12523,-10086.0
12524,-10323.0
12525,-10471.0
12526,-10484.0
12527,-10506.0
12528,-10576.0
12529,-10716.0
12530,-10725.0
12531,-10773.0
12532,-10799.0
12533,-10799.0
12534,-10887.0
12535,-10922.0
12536,-10942.0
12537,-11426.0
12538,-11451.0
12539,-11742.0
12540,-11775.0
12541,-11913.0
12542,-12243.0
12543,-12264.0
12544,-12344.0
12545,-12490.0
12546,-12600.0
12547,-12600.0
12548,-12645.0
12549,-12708.0
12550,-12805.0
12551,-12940.0
12552,-13100.0
12553,-13491.0
12554,-13495.0
12555,-13713.0
12556,-13967.0
12557,-14086.0
12558,-14138.0
12559,-14267.0
12560,-14280.0
12561,-14516.0
12562,-15231.0
12563,-15346.0
12564,-15366.0
12565,-15371.0
12566,-15374.0
12567,-15442.0
12568,-15529.0
12569,-15827.0
12570,-15896.0
12571,-16122.0
12572,-16200.0
12573,-16273.0
12574,-16411.0
12575,-16639.0
12576,-16763.0
12577,-16818.0
12578,-16856.0
12579,-16988.0
12580,-17646.0
12581,-17757.0
12582,-17873.0
12583,-17917.0
12584,-17964.0
12585,-17965.0
12586,-17967.0
12587,-17968.0
12588,-17968.0
12589,-17971.0
12590,-17972.0
12591,-17973.0
12592,-17973.0
12593,-17974.0
12594,-17975.0
12595,-17976.0
12596,-17976.0
12597,-17977.0
12598,-17979.0
12599,-17979.0
12600,-17981.0
12601,-17982.0
12602,-17983.0
12603,-17983.0
12604,-17984.0
12605,-17984.0
12606,-17985.0
12607,-17987.0
12608,-17990.0
12609,-17991.0
12610,-17992.0
12611,-17994.0
12612,-17995.0
12613,-17997.0
12614,-18212.0
12615,-18218.0
12616,-18782.0
12617,-19077.0
12618,-19367.0
12619,-19959.0
12620,-20592.0
12621,-20718.0
12622,-20844.0
12623,-21067.0
12624,-21214.0
12625,-21344.0
12626,-21458.0
12627,-22277.0
12628,-22418.0
12629,-22472.0
12630,-22736.0
12631,-23147.0
12632,-23274.0
12633,-23499.0
12634,-23717.0
12635,-24234.0
12636,-24710.0
12637,-25151.0
12638,-25196.0
12639,-25196.0
12640,-26107.0
12641,-26380.0
12642,-26929.0
12643,-27351.0
12644,-27628.0
12645,-27853.0
12646,-28794.0
12647,-31828.0
12648,-31952.0
12649,-32011.0
12650,-33534.0
12651,-33553.0
12652,-34086.0
12653,-35030.0
12654,-35098.0
12655,-35667.0
12656,-36368.0
12657,-36869.0
12658,-37506.0
12659,-37550.0
12660,-37617.0
12661,-37733.0
12662,-37992.0
12663,-38091.0
12664,-38247.0
12665,-38426.0
12666,-38731.0
12667,-38806.0
12668,-38827.0
12669,-38956.0
12670,-39075.0
12671,-39550.0
12672,-39863.0
12673,-40158.0
12674,-40169.0
12675,-40604.0
12676,-40632.0
12677,-41441.0
12678,-41541.0
12679,-41907.0
12680,-41922.0
12681,-41992.0
12682,-42451.0
12683,-42468.0
12684,-42701.0
12685,-42766.0
12686,-42797.0
12687,-42916.0
12688,-42987.0
12689,-43044.0
12690,-43108.0
12691,-43153.0
12692,-43155.0
12693,-43158.0
12694,-43158.0
12695,-43160.0
12696,-43181.0
12697,-43187.0
12698,-43196.0
12699,-43200.0
12700,43105.0
12701,43079.0
12702,43030.0
12703,42781.0
12704,42740.0
12705,42410.0
12706,42317.0
12707,42293.0
12708,42060.0
12709,41846.0
12710,41402.0
12711,41202.0
12712,41150.0
12713,41140.0
12714,41005.0
12715,40726.0
12716,40535.0
12717,40500.0
12718,40287.0
12719,40156.0
12720,40064.0
12721,40038.0
12722,39868.0
12723,39834.0
12724,39818.0
12725,39784.0
12726,39617.0
12727,39497.0
12728,39212.0
12729,39147.0
12730,39110.0
12731,38980.0
12732,38859.0
12733,38792.0
12734,38776.0
12735,38758.0
12736,38673.0
12737,38592.0
12738,38376.0
12739,38354.0
12740,38127.0
12741,37998.0
12742,37899.0
12743,37661.0
12744,37393.0
12745,37283.0
12746,37208.0
12747,37178.0
12748,36933.0
12749,36904.0
12750,36839.0
12751,36836.0
12752,36714.0
12753,36639.0
12754,36359.0
12755,36288.0
12756,36245.0
12757,36101.0
12758,36099.0
12759,35963.0
12760,35897.0
12761,35874.0
12762,35615.0
12763,35455.0
12764,35252.0
12765,34931.0
12766,34839.0
12767,33935.0
12768,33616.0
12769,33556.0
12770,33170.0
12771,32919.0
12772,32891.0
12773,32884.0
12774,32849.0
12775,32848.0
12776,32828.0
12777,32533.0
12778,32509.0
12779,32460.0
12780,32458.0
12781,32400.0
12782,32400.0
